חודש/שנה קלנדרי/ת,מקט,תחזית
01.2019,2387,"7,801 קג"
01.2019,2489,"1,780 קג"
01.2019,2465,396 קג
01.2019,219,883 קג
01.2019,239,"1,127 קג"
01.2019,428,"6,498 קג"
01.2019,240,368 קג
01.2019,241,582 קג
01.2019,220,442 קג
01.2019,304,"6,042 קג"
01.2019,305,"8,297 קג"
01.2019,430,"11,513 קג"
01.2019,451,"3,312 קג"
01.2019,452,"3,965 קג"
01.2019,350,"19,542 קג"
01.2019,368,"4,299 קג"
01.2019,365,"4,234 קג"
01.2019,351,"4,779 קג"
01.2019,352,"14,145 קג"
01.2019,369,"10,814 קג"
01.2019,434,"18,171 קג"
01.2019,435,"8,863 קג"
01.2019,436,"5,211 קג"
01.2019,317,"14,801 קג"
01.2019,318,"3,735 קג"
01.2019,319,"5,587 קג"
01.2019,331,"17,473 קג"
01.2019,346,"6,606 קג"
01.2019,341,"3,135 קג"
01.2019,242,"4,306 קג"
01.2019,342,"5,755 קג"
01.2019,332,"22,806 קג"
01.2019,272,"4,712 קג"
01.2019,1606,"1,900 קג"
01.2019,1607,213 קג
01.2019,1583,"1,778 קג"
01.2019,1585,913 קג
01.2019,1586,199 קג
01.2019,661,"5,066 קג"
01.2019,662,"2,418 קג"
01.2019,2593,"1,758 קג"
01.2019,2369,"4,498 קג"
01.2019,2364,"3,686 קג"
01.2019,1475,"9,900 קג"
01.2019,273,"10,726 קג"
01.2019,274,"5,523 קג"
01.2019,1476,"20,509 קג"
01.2019,206,"103,393 קג"
01.2019,210,"7,249 קג"
01.2019,213,"41,693 קג"
01.2019,209,"2,217 קג"
01.2019,1379,"31,029 קג"
01.2019,1380,"30,446 קג"
01.2019,1297,"6,550 קג"
01.2019,1354,"20,225 קג"
01.2019,1261,"7,029 קג"
01.2019,1381,"33,978 קג"
01.2019,1298,"6,540 קג"
01.2019,1262,"6,934 קג"
01.2019,1355,"31,674 קג"
01.2019,1356,"26,511 קג"
01.2019,1299,"7,275 קג"
01.2019,1300,"5,072 קג"
01.2019,1278,"5,275 קג"
01.2019,1357,"31,963 קג"
01.2019,1160,"9,662 קג"
01.2019,1161,"5,792 קג"
01.2019,1162,"4,404 קג"
01.2019,1163,"7,306 קג"
01.2019,1164,"7,474 קג"
01.2019,1165,"23,786 קג"
01.2019,1166,"9,759 קג"
01.2019,1167,"14,520 קג"
01.2019,1382,"9,608 קג"
01.2019,233,"1,885 קג"
01.2019,1358,"22,625 קג"
01.2019,2,"9,990 קג"
01.2019,3,"12,610 קג"
01.2019,13,"104,715 קג"
01.2019,1469,"2,105 קג"
01.2019,1470,"5,101 קג"
01.2019,1168,"7,334 קג"
01.2019,1491,"7,476 קג"
01.2019,1492,"5,012 קג"
01.2019,1493,"9,874 קג"
01.2019,1494,"20,345 קג"
01.2019,2529,"61,000 קג"
01.2019,2530,"6,659 קג"
01.2019,2531,"16,386 קג"
01.2019,2537,"6,108 קג"
01.2019,2461,"1,096 קג"
01.2019,2462,"1,496 קג"
01.2019,2385,455 קג
01.2019,2516,"4,229 קג"
01.2019,2518,"64,500 קג"
01.2019,2538,"89,700 קג"
01.2019,2539,"28,100 קג"
01.2019,2390,205 קג
01.2019,2568,"1,297 קג"
01.2019,2571,"1,240 קג"
01.2019,2495,"92,500 קג"
01.2019,2493,"1,185 קג"
01.2019,2468,"1,206 קג"
01.2019,2494,"2,480 קג"
01.2019,2480,"1,360 קג"
01.2019,832,"62,520 קג"
01.2019,882,"21,349 קג"
01.2019,1052,"73,432 קג"
01.2019,1037,"21,007 קג"
01.2019,1012,"29,848 קג"
01.2019,911,"80,565 קג"
01.2019,1013,"9,160 קג"
01.2019,846,"31,193 קג"
01.2019,912,"56,329 קג"
01.2019,736,"3,085 קג"
01.2019,1144,"9,491 קג"
01.2019,25,"101,184 קג"
01.2019,85,"20,546 קג"
01.2019,74,"9,159 קג"
01.2019,1098,"12,488 קג"
01.2019,881,"33,107 קג"
01.2019,861,"111,330 קג"
01.2019,1038,"47,134 קג"
01.2019,833,"156,045 קג"
01.2019,834,"39,367 קג"
01.2019,35,"16,659 קג"
01.2019,114,"9,592 קג"
01.2019,111,"7,219 קג"
01.2019,1049,"16,217 קג"
01.2019,1050,"15,920 קג"
01.2019,117,"3,124 קג"
01.2019,118,"11,468 קג"
01.2019,37,"20,167 קג"
01.2019,1099,"69,589 קג"
01.2019,38,"90,202 קג"
01.2019,119,"11,321 קג"
01.2019,120,"14,684 קג"
01.2019,121,"2,682 קג"
01.2019,1086,"591,142 קג"
01.2019,1134,"208,171 קג"
01.2019,91,"9,774 קג"
01.2019,878,"300,033 קג"
01.2019,1053,"18,437 קג"
01.2019,862,"19,773 קג"
01.2019,863,"199,784 קג"
01.2019,864,"10,149 קג"
01.2019,1145,"206,814 קג"
01.2019,1142,"10,203 קג"
01.2019,1143,"11,801 קג"
01.2019,847,"19,262 קג"
01.2019,39,"3,657 קג"
01.2019,112,"3,890 קג"
01.2019,989,"74,479 קג"
01.2019,913,"17,483 קג"
01.2019,914,"127,163 קג"
01.2019,1014,"149,426 קג"
01.2019,1003,"17,495 קג"
01.2019,1054,"52,449 קג"
01.2019,116,"7,879 קג"
01.2019,1100,"25,851 קג"
01.2019,1015,"12,708 קג"
01.2019,1101,"75,664 קג"
01.2019,86,"5,214 קג"
01.2019,30,"11,248 קג"
01.2019,1102,"63,379 קג"
01.2019,75,"13,319 קג"
01.2019,1122,"20,246 קג"
01.2019,1094,"97,746 קג"
01.2019,884,"11,516 קג"
01.2019,835,"103,126 קג"
01.2019,865,"18,073 קג"
01.2019,866,"81,318 קג"
01.2019,320,"4,564 קג"
01.2019,1039,"23,882 קג"
01.2019,1123,"2,952 קג"
01.2019,2482,"12,000 קג"
01.2019,1305,"3,859 קג"
01.2019,2483,"3,040 קג"
01.2019,727,595 קג
01.2019,1611,"1,592 קג"
01.2019,1612,219 קג
01.2019,725,114 קג
01.2019,1559,"1,840 קג"
01.2019,1560,"1,258 קג"
01.2019,1561,"2,822 קג"
01.2019,1562,"2,849 קג"
01.2019,1103,"30,439 קג"
01.2019,859,"16,926 קג"
01.2019,115,"9,127 קג"
01.2019,1104,"3,193 קג"
01.2019,2333,"8,140 קג"
01.2019,1563,"1,610 קג"
01.2019,2476,318 קג
01.2019,1565,"2,613 קג"
01.2019,726,159 קג
01.2019,59,"23,106 קג"
01.2019,60,"11,340 קג"
01.2019,61,"26,888 קג"
01.2019,62,"34,344 קג"
01.2019,1265,"4,238 קג"
01.2019,321,"5,497 קג"
01.2019,276,"3,572 קג"
01.2019,438,"8,723 קג"
01.2019,2455,"2,280 קג"
01.2019,990,"53,023 קג"
01.2019,26,"69,198 קג"
01.2019,82,"9,973 קג"
01.2019,1613,"1,000 קג"
01.2019,1614,470 קג
01.2019,1615,"1,396 קג"
01.2019,2247,"1,363 קג"
01.2019,1040,"37,876 קג"
01.2019,102,"9,354 קג"
01.2019,2540,"13,400 קג"
01.2019,2541,"23,200 קג"
01.2019,867,"40,700 קג"
01.2019,1389,"22,130 קג"
01.2019,1345,"10,591 קג"
01.2019,2456,"3,228 קג"
01.2019,848,"5,846 קג"
01.2019,879,"48,534 קג"
01.2019,1041,"31,054 קג"
01.2019,1545,"45,328 קג"
01.2019,1546,"1,777 קג"
01.2019,1016,"202,984 קג"
01.2019,2248,"1,867 קג"
01.2019,2249,"2,952 קג"
01.2019,2250,"2,072 קג"
01.2019,126,"1,301 קג"
01.2019,127,369 קג
01.2019,27,"190,458 קג"
01.2019,2251,"1,356 קג"
01.2019,2252,"1,266 קג"
01.2019,440,"4,787 קג"
01.2019,1268,"8,917 קג"
01.2019,278,"4,433 קג"
01.2019,1140,"7,315 קג"
01.2019,1017,"23,994 קג"
01.2019,2194,126 קג
01.2019,246,"1,535 קג"
01.2019,247,"2,859 קג"
01.2019,390,"3,744 קג"
01.2019,391,"2,508 קג"
01.2019,392,"1,979 קג"
01.2019,818,"14,592 קג"
01.2019,2477,277 קג
01.2019,1596,111 קג
01.2019,1597,873 קג
01.2019,1598,226 קג
01.2019,1599,362 קג
01.2019,93,"8,677 קג"
01.2019,95,"6,769 קג"
01.2019,96,"8,187 קג"
01.2019,996,"22,382 קג"
01.2019,819,"12,249 קג"
01.2019,248,"6,501 קג"
01.2019,279,"12,228 קג"
01.2019,306,"5,554 קג"
01.2019,280,"14,519 קג"
01.2019,249,"5,717 קג"
01.2019,1566,"1,563 קג"
01.2019,849,"7,556 קג"
01.2019,2584,"8,021 קג"
01.2019,1018,"28,842 קג"
01.2019,1146,"18,493 קג"
01.2019,1105,"20,245 קג"
01.2019,678,"15,617 קג"
01.2019,679,"12,046 קג"
01.2019,1141,"4,756 קג"
01.2019,850,"6,854 קג"
01.2019,2315,"3,589 קג"
01.2019,2316,"4,249 קג"
01.2019,1306,"5,480 קג"
01.2019,1524,"7,100 קג"
01.2019,282,"3,868 קג"
01.2019,283,823 קג
01.2019,353,"10,253 קג"
01.2019,1176,"23,003 קג"
01.2019,1106,"43,457 קג"
01.2019,333,"1,696 קג"
01.2019,1567,"2,915 קג"
01.2019,250,"16,760 קג"
01.2019,728,"5,336 קג"
01.2019,87,"25,041 קג"
01.2019,76,"11,502 קג"
01.2019,92,"9,499 קג"
01.2019,31,"23,413 קג"
01.2019,63,"8,042 קג"
01.2019,83,"12,813 קג"
01.2019,64,"5,878 קג"
01.2019,88,"5,353 קג"
01.2019,613,"3,000 קג"
01.2019,494,"1,061 קג"
01.2019,495,734 קג
01.2019,496,519 קג
01.2019,934,"19,761 קג"
01.2019,927,"17,261 קג"
01.2019,1625,268 קג
01.2019,921,"52,371 קג"
01.2019,1177,"4,355 קג"
01.2019,1178,"24,160 קג"
01.2019,98,"6,582 קג"
01.2019,104,"5,162 קג"
01.2019,707,"4,365 קג"
01.2019,354,"8,290 קג"
01.2019,1095,"307,706 קג"
01.2019,1138,"322,091 קג"
01.2019,1107,"21,747 קג"
01.2019,1363,"6,215 קג"
01.2019,1364,"3,502 קג"
01.2019,334,"6,379 קג"
01.2019,1393,"1,900 קג"
01.2019,1394,321 קג
01.2019,2523,"23,200 קג"
01.2019,372,"4,500 קג"
01.2019,373,"2,390 קג"
01.2019,374,218 קג
01.2019,375,389 קג
01.2019,376,"1,715 קג"
01.2019,378,"4,580 קג"
01.2019,379,"1,976 קג"
01.2019,65,"3,299 קג"
01.2019,1395,"13,030 קג"
01.2019,128,"2,361 קג"
01.2019,335,"2,982 קג"
01.2019,307,"1,353 קג"
01.2019,380,"1,148 קג"
01.2019,2292,"2,679 קג"
01.2019,2293,"1,712 קג"
01.2019,2294,"5,742 קג"
01.2019,2295,"1,873 קג"
01.2019,997,"1,298 קג"
01.2019,1463,"10,409 קג"
01.2019,1464,"4,996 קג"
01.2019,1477,"9,865 קג"
01.2019,2525,"8,850 קג"
01.2019,687,"6,400 קג"
01.2019,688,"6,750 קג"
01.2019,1437,"10,686 קג"
01.2019,2572,"41,297 קג"
01.2019,2574,"8,316 קג"
01.2019,382,128 קג
01.2019,610,"16,109 קג"
01.2019,1269,"1,056 קג"
01.2019,1270,"1,566 קג"
01.2019,1348,"5,315 קג"
01.2019,32,"5,511 קג"
01.2019,1397,"4,901 קג"
01.2019,1257,"8,350 קג"
01.2019,15,"4,792 קג"
01.2019,2146,"1,150 קג"
01.2019,2331,"25,444 קג"
01.2019,2329,"46,404 קג"
01.2019,2545,"25,650 קג"
01.2019,2417,"1,113 קג"
01.2019,285,"1,770 קג"
01.2019,631,"10,590 קג"
01.2019,1096,"203,150 קג"
01.2019,1440,"10,250 קג"
01.2019,1441,"3,777 קג"
01.2019,1442,"4,770 קג"
01.2019,680,"8,656 קג"
01.2019,681,"4,492 קג"
01.2019,729,"7,436 קג"
01.2019,730,"3,625 קג"
01.2019,731,"2,273 קג"
01.2019,1527,"3,740 קג"
01.2019,2325,"3,759 קג"
01.2019,2321,"11,560 קג"
01.2019,2322,"3,586 קג"
01.2019,2323,"11,968 קג"
01.2019,611,"19,154 קג"
01.2019,2324,"2,788 קג"
01.2019,1398,"9,700 קג"
01.2019,2575,"18,753 קג"
01.2019,344,"4,362 קג"
01.2019,251,"1,752 קג"
01.2019,1628,"1,177 קג"
01.2019,1629,"1,052 קג"
01.2019,1588,"1,016 קג"
01.2019,252,"3,733 קג"
01.2019,1579,"1,702 קג"
01.2019,2326,"3,590 קג"
01.2019,1478,"27,347 קג"
01.2019,412,"20,802 קג"
01.2019,413,"11,250 קג"
01.2019,227,"3,265 קג"
01.2019,1180,"7,757 קג"
01.2019,1181,"1,847 קג"
01.2019,1182,"1,675 קג"
01.2019,1183,"5,770 קג"
01.2019,1515,"1,150 קג"
01.2019,1279,"15,344 קג"
01.2019,1184,"28,732 קג"
01.2019,1185,"2,818 קג"
01.2019,2391,"1,500 קג"
01.2019,1280,"5,625 קג"
01.2019,357,"4,177 קג"
01.2019,1154,"12,986 קג"
01.2019,1619,500 קג
01.2019,1051,"5,498 קג"
01.2019,1537,"1,451 קג"
01.2019,1538,453 קג
01.2019,663,"2,436 קג"
01.2019,664,"2,202 קג"
01.2019,619,"28,084 קג"
01.2019,632,"3,516 קג"
01.2019,709,"1,620 קג"
01.2019,1454,"11,213 קג"
01.2019,1455,"12,123 קג"
01.2019,1479,"10,782 קג"
01.2019,1539,"1,292 קג"
01.2019,1532,"1,565 קג"
01.2019,397,"3,550 קג"
01.2019,398,"3,719 קג"
01.2019,897,"93,347 קג"
01.2019,898,"95,823 קג"
01.2019,1540,376 קג
01.2019,2383,458 קג
01.2019,2352,"4,293 קג"
01.2019,2353,"4,596 קג"
01.2019,2354,"4,596 קג"
01.2019,1,"3,118 קג"
01.2019,1281,"2,805 קג"
01.2019,1282,"12,875 קג"
01.2019,1190,263 קג
01.2019,2547,"1,990 קג"
01.2019,2499,"4,300 קג"
01.2019,1448,"4,704 קג"
01.2019,1365,"1,560 קג"
01.2019,1402,"14,206 קג"
01.2019,1403,"9,726 קג"
01.2019,1155,"6,330 קג"
01.2019,1149,"6,799 קג"
01.2019,1150,"12,330 קג"
01.2019,254,"17,483 קג"
01.2019,690,"1,319 קג"
01.2019,442,"5,212 קג"
01.2019,2548,"29,500 קג"
01.2019,2253,266 קג
01.2019,7,"1,220 קג"
01.2019,17,"66,985 קג"
01.2019,18,"4,300 קג"
01.2019,915,"90,566 קג"
01.2019,916,"67,275 קג"
01.2019,2296,"6,548 קג"
01.2019,8,870 קג
01.2019,11,"7,100 קג"
01.2019,6,730 קג
01.2019,1271,"11,424 קג"
01.2019,1191,"20,262 קג"
01.2019,682,"3,354 קג"
01.2019,683,"7,339 קג"
01.2019,20,"4,910 קג"
01.2019,1507,"24,806 קג"
01.2019,2469,510 קג
01.2019,1508,800 קג
01.2019,1404,887 קג
01.2019,612,"49,975 קג"
01.2019,710,"2,466 קג"
01.2019,2355,"4,898 קג"
01.2019,1020,"31,069 קג"
01.2019,387,"1,077 קג"
01.2019,388,"1,665 קג"
01.2019,935,"13,943 קג"
01.2019,936,"18,038 קג"
01.2019,2549,"26,980 קג"
01.2019,99,"2,341 קג"
01.2019,1032,"4,689 קג"
01.2019,1033,"3,771 קג"
01.2019,958,"18,580 קג"
01.2019,899,"25,822 קג"
01.2019,2463,"4,650 קג"
01.2019,959,"16,900 קג"
01.2019,2183,348 קג
01.2019,840,"7,391 קג"
01.2019,841,"9,896 קג"
01.2019,937,"10,569 קג"
01.2019,393,"2,231 קג"
01.2019,455,"1,723 קג"
01.2019,456,"2,016 קג"
01.2019,457,"1,802 קג"
01.2019,458,"2,281 קג"
01.2019,1533,"3,513 קג"
01.2019,517,"68,500 קג"
01.2019,291,"9,301 קג"
01.2019,2190,602 קג
01.2019,193,"4,338 קג"
01.2019,194,"6,079 קג"
01.2019,394,"5,120 קג"
01.2019,1084,"125,372 קג"
01.2019,871,"3,754 קג"
01.2019,1112,"14,628 קג"
01.2019,1113,"13,700 קג"
01.2019,1590,126 קג
01.2019,415,"28,442 קג"
01.2019,518,"14,124 קג"
01.2019,519,"8,746 קג"
01.2019,520,"14,345 קג"
01.2019,459,"3,343 קג"
01.2019,531,"6,787 קג"
01.2019,1273,270 קג
01.2019,811,"38,599 קג"
01.2019,812,"36,766 קג"
01.2019,521,"16,620 קג"
01.2019,2418,"1,898 קג"
01.2019,2419,"1,287 קג"
01.2019,2420,"1,505 קג"
01.2019,40,"3,668 קג"
01.2019,692,"26,744 קג"
01.2019,1061,"1,192 קג"
01.2019,900,"49,994 קג"
01.2019,1124,"89,353 קג"
01.2019,693,"1,563 קג"
01.2019,1034,"6,500 קג"
01.2019,621,"56,100 קג"
01.2019,633,"9,777 קג"
01.2019,634,"8,158 קג"
01.2019,635,"6,150 קג"
01.2019,622,"18,928 קג"
01.2019,614,"3,813 קג"
01.2019,623,"8,803 קג"
01.2019,2299,"7,396 קג"
01.2019,644,"2,465 קג"
01.2019,645,"2,465 קג"
01.2019,651,"8,809 קג"
01.2019,647,"4,027 קג"
01.2019,657,"5,957 קג"
01.2019,652,"1,815 קג"
01.2019,2550,"12,350 קג"
01.2019,910,"22,773 קג"
01.2019,773,"5,439 קג"
01.2019,986,"9,761 קג"
01.2019,1536,289 קג
01.2019,774,"5,946 קג"
01.2019,2270,"3,158 קג"
01.2019,2272,940 קג
01.2019,2273,860 קג
01.2019,2274,"5,224 קג"
01.2019,2275,"14,212 קג"
01.2019,460,"4,873 קג"
01.2019,2300,"3,232 קג"
01.2019,917,"12,874 קג"
01.2019,77,"7,063 קג"
01.2019,694,"4,323 קג"
01.2019,695,"6,126 קג"
01.2019,461,"2,934 קג"
01.2019,463,"1,958 קג"
01.2019,960,"15,065 קג"
01.2019,961,"11,979 קג"
01.2019,962,"15,289 קג"
01.2019,963,"13,535 קג"
01.2019,33,"20,932 קג"
01.2019,964,"5,230 קג"
01.2019,965,"6,297 קג"
01.2019,28,"46,029 קג"
01.2019,2519,"24,237 קג"
01.2019,1529,525 קג
01.2019,820,"16,072 קג"
01.2019,1530,"5,996 קג"
01.2019,2304,"29,318 קג"
01.2019,2305,"7,820 קג"
01.2019,2306,"3,503 קג"
01.2019,2312,"15,702 קג"
01.2019,256,861 קג
01.2019,2424,"1,597 קג"
01.2019,257,"1,564 קג"
01.2019,813,"10,202 קג"
01.2019,814,"15,920 קג"
01.2019,815,"16,869 קג"
01.2019,2552,"6,264 קג"
01.2019,2307,"2,770 קג"
01.2019,836,"39,655 קג"
01.2019,1637,170 קג
01.2019,1638,564 קג
01.2019,1639,675 קג
01.2019,79,"4,779 קג"
01.2019,292,"2,660 קג"
01.2019,258,979 קג
01.2019,259,"2,520 קג"
01.2019,41,"63,542 קג"
01.2019,732,329 קג
01.2019,733,300 קג
01.2019,1192,"1,500 קג"
01.2019,1135,"258,519 קג"
01.2019,1193,473 קג
01.2019,466,"1,401 קג"
01.2019,467,"2,620 קג"
01.2019,129,"3,064 קג"
01.2019,130,"1,693 קג"
01.2019,131,"3,782 קג"
01.2019,1195,"1,763 קג"
01.2019,1196,"3,880 קג"
01.2019,922,"6,503 קג"
01.2019,923,"10,830 קג"
01.2019,928,"9,320 קג"
01.2019,2471,"2,778 קג"
01.2019,2472,"3,373 קג"
01.2019,1062,"9,415 קג"
01.2019,1063,"11,086 קג"
01.2019,1064,"12,413 קג"
01.2019,1004,"8,301 קג"
01.2019,1005,"12,067 קג"
01.2019,1068,"13,103 קג"
01.2019,1069,"7,857 קג"
01.2019,1071,"3,261 קג"
01.2019,1006,"11,004 קג"
01.2019,868,"25,944 קג"
01.2019,1495,"4,887 קג"
01.2019,1496,"9,711 קג"
01.2019,2222,202 קג
01.2019,1315,683 קג
01.2019,615,"3,481 קג"
01.2019,419,"21,499 קג"
01.2019,1147,"7,349 קג"
01.2019,1136,"35,614 קג"
01.2019,1087,"162,701 קג"
01.2019,1088,"890,553 קג"
01.2019,1081,"217,687 קג"
01.2019,444,"10,961 קג"
01.2019,445,"13,708 קג"
01.2019,2332,"5,458 קג"
01.2019,757,"4,295 קג"
01.2019,624,"26,348 קג"
01.2019,625,"5,082 קג"
01.2019,626,"2,515 קג"
01.2019,523,"4,168 קג"
01.2019,524,"10,460 קג"
01.2019,525,"7,063 קג"
01.2019,526,"29,200 קג"
01.2019,527,"6,151 קג"
01.2019,2372,"3,849 קג"
01.2019,2373,"3,313 קג"
01.2019,1509,"1,850 קג"
01.2019,1114,"24,045 קג"
01.2019,1115,"26,735 קג"
01.2019,201,"1,060 קג"
01.2019,202,"1,249 קג"
01.2019,203,823 קג
01.2019,204,669 קג
01.2019,758,"3,523 קג"
01.2019,759,"3,723 קג"
01.2019,324,621 קג
01.2019,1542,519 קג
01.2019,760,"4,560 קג"
01.2019,771,"6,571 קג"
01.2019,772,"12,529 קג"
01.2019,470,"2,004 קג"
01.2019,309,"4,199 קג"
01.2019,764,"1,805 קג"
01.2019,765,"1,205 קג"
01.2019,766,"3,061 קג"
01.2019,1517,800 קג
01.2019,1511,"2,900 קג"
01.2019,122,582 קג
01.2019,123,568 קג
01.2019,714,"49,722 קג"
01.2019,627,"2,919 קג"
01.2019,715,"3,989 קג"
01.2019,2555,"3,250 קג"
01.2019,851,"10,884 קג"
01.2019,260,"1,823 קג"
01.2019,1621,418 קג
01.2019,1622,716 קג
01.2019,336,"4,171 קג"
01.2019,1550,"1,764 קג"
01.2019,1551,"2,238 קג"
01.2019,795,"4,548 קג"
01.2019,399,"2,280 קג"
01.2019,195,"3,954 קג"
01.2019,2254,309 קג
01.2019,2255,269 קג
01.2019,2256,784 קג
01.2019,654,"21,318 קג"
01.2019,2374,957 קג
01.2019,2557,"2,638 קג"
01.2019,2257,387 קג
01.2019,2258,495 קג
01.2019,2259,352 קג
01.2019,1602,123 קג
01.2019,616,"2,515 קג"
01.2019,1591,115 קג
01.2019,1116,"29,146 קג"
01.2019,860,"23,910 קג"
01.2019,2513,721 קג
01.2019,617,"1,257 קג"
01.2019,423,"1,371 קג"
01.2019,424,"1,147 קג"
01.2019,425,"1,871 קג"
01.2019,426,"1,442 קג"
01.2019,775,"3,487 קג"
01.2019,2527,"8,338 קג"
01.2019,2225,235 קג
01.2019,448,"30,446 קג"
01.2019,1159,"2,109 קג"
01.2019,2223,147 קג
01.2019,2226,403 קג
01.2019,2208,352 קג
01.2019,998,"66,869 קג"
01.2019,1366,"1,888 קג"
01.2019,2298,"1,335 קג"
01.2019,671,"38,216 קג"
01.2019,672,"35,054 קג"
01.2019,673,"40,330 קג"
01.2019,675,"14,080 קג"
01.2019,734,329 קג
01.2019,638,986 קג
01.2019,639,"2,112 קג"
01.2019,636,"5,758 קג"
01.2019,637,"5,758 קג"
01.2019,640,"3,344 קג"
01.2019,1518,"1,500 קג"
01.2019,1498,"17,427 קג"
01.2019,1499,"7,927 קג"
01.2019,796,"3,150 קג"
01.2019,797,"1,879 קג"
01.2019,1500,"18,199 קג"
01.2019,196,"3,867 קג"
01.2019,177,"1,693 קג"
01.2019,178,"1,595 קג"
01.2019,179,"1,596 קג"
01.2019,2427,590 קג
01.2019,2428,"1,360 קג"
01.2019,450,"5,892 קג"
01.2019,880,"16,908 קג"
01.2019,2429,"1,479 קג"
01.2019,629,"46,123 קג"
01.2019,966,"16,770 קג"
01.2019,891,"6,932 קג"
01.2019,852,"6,382 קג"
01.2019,853,"6,774 קג"
01.2019,2503,"1,500 קג"
01.2019,1022,"28,779 קג"
01.2019,1024,"3,702 קג"
01.2019,1640,613 קג
01.2019,1641,613 קג
01.2019,918,"13,735 קג"
01.2019,1055,"9,682 קג"
01.2019,885,"21,045 קג"
01.2019,925,"9,054 קג"
01.2019,837,"14,900 קג"
01.2019,972,"5,903 קג"
01.2019,973,"3,699 קג"
01.2019,955,"4,501 קג"
01.2019,974,"3,737 קג"
01.2019,886,"5,174 קג"
01.2019,892,"3,763 קג"
01.2019,956,"6,238 קג"
01.2019,945,"7,732 קג"
01.2019,946,"6,446 קג"
01.2019,975,"12,624 קג"
01.2019,1035,"4,861 קג"
01.2019,809,"4,226 קג"
01.2019,823,"4,092 קג"
01.2019,824,"3,756 קג"
01.2019,920,"57,048 קג"
01.2019,825,"4,857 קג"
01.2019,826,"7,203 קג"
01.2019,1286,257 קג
01.2019,1287,"1,990 קג"
01.2019,1259,"1,640 קג"
01.2019,502,"1,134 קג"
01.2019,503,"1,299 קג"
01.2019,504,"1,909 קג"
01.2019,648,"5,623 קג"
01.2019,1461,135 קג
01.2019,1462,"2,556 קג"
01.2019,676,"1,675 קג"
01.2019,2196,"1,083 קג"
01.2019,100,"4,690 קג"
01.2019,94,"3,688 קג"
01.2019,34,"6,400 קג"
01.2019,66,"4,465 קג"
01.2019,105,"2,969 קג"
01.2019,67,"6,082 קג"
01.2019,101,"14,737 קג"
01.2019,716,"4,132 קג"
01.2019,2197,"1,363 קג"
01.2019,2198,"1,328 קג"
01.2019,2185,"1,085 קג"
01.2019,717,"4,132 קג"
01.2019,2199,"1,748 קג"
01.2019,395,"1,074 קג"
01.2019,2186,"1,879 קג"
01.2019,2187,"1,941 קג"
01.2019,1077,"5,385 קג"
01.2019,1078,"3,827 קג"
01.2019,1079,"6,442 קג"
01.2019,2210,"3,662 קג"
01.2019,2211,"5,831 קג"
01.2019,2224,"1,029 קג"
01.2019,2212,"2,411 קג"
01.2019,2213,"2,428 קג"
01.2019,1642,236 קג
01.2019,2303,573 קג
01.2019,718,"1,570 קג"
01.2019,801,"1,937 קג"
01.2019,802,"2,554 קג"
01.2019,1090,"51,980 קג"
01.2019,1117,"23,291 קג"
01.2019,2035,208 קג
01.2019,1549,"3,628 קג"
01.2019,1060,"18,333 קג"
01.2019,929,"42,471 קג"
01.2019,404,"1,443 קג"
01.2019,153,"4,420 קג"
01.2019,154,"4,272 קג"
01.2019,383,"1,493 קג"
01.2019,155,"1,714 קג"
01.2019,156,"1,678 קג"
01.2019,656,"3,484 קג"
01.2019,641,"3,488 קג"
01.2019,405,"1,502 קג"
01.2019,406,"1,694 קג"
01.2019,157,"2,719 קג"
01.2019,158,"1,891 קג"
01.2019,159,"3,175 קג"
01.2019,160,"1,489 קג"
01.2019,161,"1,392 קג"
01.2019,140,571 קג
01.2019,141,714 קג
01.2019,2393,163 קג
01.2019,325,"1,761 קג"
01.2019,987,"18,215 קג"
01.2019,988,"40,199 קג"
01.2019,310,959 קג
01.2019,311,953 קג
01.2019,312,781 קג
01.2019,642,"3,527 קג"
01.2019,976,"3,786 קג"
01.2019,2394,310 קג
01.2019,162,"4,185 קג"
01.2019,163,"7,933 קג"
01.2019,164,"8,472 קג"
01.2019,142,"1,085 קג"
01.2019,143,758 קג
01.2019,165,"2,216 קג"
01.2019,2260,352 קג
01.2019,2395,184 קג
01.2019,43,"12,647 קג"
01.2019,44,"2,636 קג"
01.2019,2559,"7,205 קג"
01.2019,45,"5,018 קג"
01.2019,46,"7,195 קג"
01.2019,47,"4,492 קג"
01.2019,48,"3,645 קג"
01.2019,49,"8,072 קג"
01.2019,649,"10,238 קג"
01.2019,643,"3,040 קג"
01.2019,719,"2,032 קג"
01.2019,1125,"4,941 קג"
01.2019,1151,"4,145 קג"
01.2019,1152,"3,970 קג"
01.2019,1153,"2,865 קג"
01.2019,977,"2,984 קג"
01.2019,1552,186 קג
01.2019,703,"5,600 קג"
01.2019,947,"6,394 קג"
01.2019,948,"8,067 קג"
01.2019,704,"6,446 קג"
01.2019,705,"5,600 קג"
01.2019,2431,"1,065 קג"
01.2019,1157,"42,384 קג"
01.2019,482,"3,500 קג"
01.2019,483,"5,793 קג"
01.2019,484,"5,184 קג"
01.2019,2261,839 קג
01.2019,810,"3,137 קג"
01.2019,1580,766 קג
01.2019,1139,"126,420 קג"
01.2019,384,"1,013 קג"
01.2019,385,"1,012 קג"
01.2019,389,544 קג
01.2019,1553,976 קג
01.2019,326,"1,246 קג"
