חודש/שנה קלנדרי/ת,מקט,תחזית
07.2019,455,"1,834 קג"
07.2019,456,"2,292 קג"
07.2019,457,"1,833 קג"
07.2019,458,"2,217 קג"
07.2019,1533,"3,294 קג"
07.2019,517,"70,034 קג"
07.2019,193,"3,723 קג"
07.2019,194,"5,053 קג"
07.2019,394,"2,496 קג"
07.2019,1084,"208,922 קג"
07.2019,1112,"25,358 קג"
07.2019,1113,"21,982 קג"
07.2019,1590,126 קג
07.2019,415,"23,864 קג"
07.2019,518,"13,304 קג"
07.2019,519,"7,916 קג"
07.2019,520,"15,509 קג"
07.2019,459,"2,234 קג"
07.2019,531,"4,964 קג"
07.2019,811,"37,648 קג"
07.2019,812,"37,732 קג"
07.2019,521,"12,196 קג"
07.2019,2418,"1,409 קג"
07.2019,2419,933 קג
07.2019,2420,"1,171 קג"
07.2019,40,"3,668 קג"
07.2019,692,"31,825 קג"
07.2019,1061,"1,192 קג"
07.2019,900,"47,137 קג"
07.2019,1124,"123,495 קג"
07.2019,693,"1,280 קג"
07.2019,1034,"5,561 קג"
07.2019,620,"11,125 קג"
07.2019,621,"56,065 קג"
07.2019,633,"8,983 קג"
07.2019,634,"7,470 קג"
07.2019,635,"6,162 קג"
07.2019,614,"2,305 קג"
07.2019,623,"8,827 קג"
07.2019,2299,"6,003 קג"
07.2019,644,"2,089 קג"
07.2019,645,"1,919 קג"
07.2019,651,"7,422 קג"
07.2019,647,"5,533 קג"
07.2019,657,"7,191 קג"
07.2019,652,"1,329 קג"
07.2019,2550,"3,600 קג"
07.2019,910,"28,906 קג"
07.2019,773,"5,369 קג"
07.2019,986,"8,900 קג"
07.2019,774,"6,278 קג"
07.2019,2270,"2,200 קג"
07.2019,2272,"1,066 קג"
07.2019,2273,537 קג
07.2019,2274,"4,132 קג"
07.2019,2275,"8,794 קג"
07.2019,460,"2,790 קג"
07.2019,2300,"2,667 קג"
07.2019,917,"17,541 קג"
07.2019,77,"7,509 קג"
07.2019,694,"3,506 קג"
07.2019,695,"6,126 קג"
07.2019,960,"14,845 קג"
07.2019,961,"13,613 קג"
07.2019,962,"15,858 קג"
07.2019,963,"15,721 קג"
07.2019,964,"5,474 קג"
07.2019,234,"2,162 קג"
07.2019,965,"7,724 קג"
07.2019,28,"51,764 קג"
07.2019,2519,"14,968 קג"
07.2019,2342,"3,145 קג"
07.2019,2343,"1,333 קג"
07.2019,1529,414 קג
07.2019,820,"16,956 קג"
07.2019,1530,"9,962 קג"
07.2019,256,587 קג
07.2019,2424,"1,171 קג"
07.2019,257,"3,892 קג"
07.2019,813,"7,547 קג"
07.2019,814,"14,558 קג"
07.2019,815,"14,355 קג"
07.2019,1637,210 קג
07.2019,1638,224 קג
07.2019,1639,357 קג
07.2019,79,"5,677 קג"
07.2019,292,"3,976 קג"
07.2019,258,576 קג
07.2019,41,"63,100 קג"
07.2019,1192,730 קג
07.2019,1135,"306,375 קג"
07.2019,129,"1,769 קג"
07.2019,130,"1,796 קג"
07.2019,131,"3,003 קג"
07.2019,1195,"2,818 קג"
07.2019,1196,"3,232 קג"
07.2019,922,"5,044 קג"
07.2019,923,"10,472 קג"
07.2019,2471,"1,518 קג"
07.2019,2472,"1,833 קג"
07.2019,1062,"9,618 קג"
07.2019,1063,"11,962 קג"
07.2019,1064,"12,104 קג"
07.2019,1005,"12,215 קג"
07.2019,1068,"15,519 קג"
07.2019,1069,"6,975 קג"
07.2019,1006,"11,717 קג"
07.2019,868,"28,832 קג"
07.2019,1495,"4,326 קג"
07.2019,1496,"12,497 קג"
07.2019,615,"1,917 קג"
07.2019,419,"22,446 קג"
07.2019,1147,"9,746 קג"
07.2019,1136,"32,923 קג"
07.2019,1087,"194,326 קג"
07.2019,1088,"956,432 קג"
07.2019,1089,"42,581 קג"
07.2019,1081,"236,014 קג"
07.2019,444,"9,106 קג"
07.2019,445,"10,485 קג"
07.2019,446,"2,261 קג"
07.2019,2332,"4,825 קג"
07.2019,757,"3,875 קג"
07.2019,624,"25,740 קג"
07.2019,625,"5,395 קג"
07.2019,523,"5,880 קג"
07.2019,524,"7,100 קג"
07.2019,525,"5,952 קג"
07.2019,526,"22,899 קג"
07.2019,527,"6,313 קג"
07.2019,2372,637 קג
07.2019,2373,"1,187 קג"
07.2019,1509,"1,850 קג"
07.2019,1114,"31,622 קג"
07.2019,1115,"33,437 קג"
07.2019,201,"1,423 קג"
07.2019,202,"1,707 קג"
07.2019,203,975 קג
07.2019,204,842 קג
07.2019,324,528 קג
07.2019,771,"7,511 קג"
07.2019,772,"14,395 קג"
07.2019,309,"4,190 קג"
07.2019,764,"2,100 קג"
07.2019,765,"1,417 קג"
07.2019,766,"3,299 קג"
07.2019,1517,800 קג
07.2019,1511,"1,500 קג"
07.2019,122,618 קג
07.2019,123,602 קג
07.2019,714,"28,943 קג"
07.2019,627,"1,202 קג"
07.2019,1512,"1,376 קג"
07.2019,715,"4,038 קג"
07.2019,2555,"2,573 קג"
07.2019,851,"10,041 קג"
07.2019,670,"29,558 קג"
07.2019,260,"2,296 קג"
07.2019,1621,662 קג
07.2019,1622,669 קג
07.2019,336,"3,892 קג"
07.2019,795,"4,370 קג"
07.2019,399,"1,337 קג"
07.2019,195,"3,510 קג"
07.2019,2254,384 קג
07.2019,2255,308 קג
07.2019,2256,217 קג
07.2019,654,"17,811 קג"
07.2019,2374,"1,239 קג"
07.2019,2557,705 קג
07.2019,2258,415 קג
07.2019,2259,415 קג
07.2019,1602,123 קג
07.2019,616,"1,965 קג"
07.2019,1591,115 קג
07.2019,2375,419 קג
07.2019,2376,796 קג
07.2019,2377,385 קג
07.2019,2378,333 קג
07.2019,1116,"51,168 קג"
07.2019,860,"20,983 קג"
07.2019,2513,652 קג
07.2019,617,918 קג
07.2019,423,794 קג
07.2019,425,"1,071 קג"
07.2019,775,"4,616 קג"
07.2019,2527,"7,422 קג"
07.2019,448,"23,079 קג"
07.2019,1159,"1,741 קג"
07.2019,2587,976 קג
07.2019,2226,403 קג
07.2019,2208,353 קג
07.2019,998,"61,113 קג"
07.2019,1366,"1,484 קג"
07.2019,2298,"1,203 קג"
07.2019,671,"18,208 קג"
07.2019,672,"23,090 קג"
07.2019,675,"9,855 קג"
07.2019,639,"2,148 קג"
07.2019,636,"1,246 קג"
07.2019,637,"1,487 קג"
07.2019,640,"2,619 קג"
07.2019,1518,800 קג
07.2019,1498,"12,756 קג"
07.2019,1499,"6,707 קג"
07.2019,1097,"94,553 קג"
07.2019,796,"3,133 קג"
07.2019,797,"1,930 קג"
07.2019,1500,"16,894 קג"
07.2019,196,"3,124 קג"
07.2019,177,"1,747 קג"
07.2019,178,"2,231 קג"
07.2019,179,"2,038 קג"
07.2019,2428,"1,290 קג"
07.2019,880,"16,908 קג"
07.2019,2429,"1,290 קג"
07.2019,629,"19,062 קג"
07.2019,966,"22,587 קג"
07.2019,891,"3,797 קג"
07.2019,852,"3,309 קג"
07.2019,853,"3,016 קג"
07.2019,991,"19,856 קג"
07.2019,1022,"34,218 קג"
07.2019,1024,"3,670 קג"
07.2019,1640,812 קג
07.2019,1641,856 קג
07.2019,1055,"10,286 קג"
07.2019,1056,"7,325 קג"
07.2019,885,"23,987 קג"
07.2019,925,"10,000 קג"
07.2019,972,"4,529 קג"
07.2019,973,"2,244 קג"
07.2019,974,"2,454 קג"
07.2019,886,"3,963 קג"
07.2019,956,"3,657 קג"
07.2019,975,"11,738 קג"
07.2019,1035,"4,038 קג"
07.2019,824,"3,400 קג"
07.2019,920,"66,836 קג"
07.2019,238,178 קג
07.2019,825,"3,417 קג"
07.2019,826,"7,172 קג"
07.2019,842,664 קג
07.2019,1570,660 קג
07.2019,1339,"3,514 קג"
07.2019,1340,"5,146 קג"
07.2019,648,"5,167 קג"
07.2019,676,"21,362 קג"
07.2019,1571,302 קג
07.2019,1572,369 קג
07.2019,1573,"1,444 קג"
07.2019,1574,906 קג
07.2019,2196,"1,419 קג"
07.2019,100,"5,569 קג"
07.2019,94,"2,742 קג"
07.2019,34,"6,341 קג"
07.2019,66,"4,799 קג"
07.2019,1575,772 קג
07.2019,105,"3,428 קג"
07.2019,42,"1,257 קג"
07.2019,101,"3,974 קג"
07.2019,2197,"1,419 קג"
07.2019,2198,"1,465 קג"
07.2019,2185,"1,098 קג"
07.2019,2199,"1,753 קג"
07.2019,362,"5,273 קג"
07.2019,2186,"2,686 קג"
07.2019,2187,"1,858 קג"
07.2019,1077,"6,036 קג"
07.2019,1078,"5,608 קג"
07.2019,1079,"5,726 קג"
07.2019,294,"11,252 קג"
07.2019,2191,458 קג
07.2019,2210,"3,334 קג"
07.2019,2211,"4,329 קג"
07.2019,2224,"1,032 קג"
07.2019,2212,"2,860 קג"
07.2019,2213,"3,220 קג"
07.2019,151,"2,099 קג"
07.2019,152,"1,728 קג"
07.2019,1642,265 קג
07.2019,1108,"25,457 קג"
07.2019,1082,"81,168 קג"
07.2019,1083,"62,356 קג"
07.2019,718,"1,553 קג"
07.2019,1156,"2,323 קג"
07.2019,1109,"22,506 קג"
07.2019,1117,"19,986 קג"
07.2019,1549,257 קג
07.2019,1060,"19,099 קג"
07.2019,1118,"14,731 קג"
07.2019,929,"42,174 קג"
07.2019,404,400 קג
07.2019,153,"3,595 קג"
07.2019,154,"3,441 קג"
07.2019,383,"1,573 קג"
07.2019,155,"1,389 קג"
07.2019,156,"1,340 קג"
07.2019,646,257 קג
07.2019,656,"6,324 קג"
07.2019,641,"1,322 קג"
07.2019,405,"1,676 קג"
07.2019,406,"1,158 קג"
07.2019,157,"2,489 קג"
07.2019,158,"1,152 קג"
07.2019,159,"2,319 קג"
07.2019,160,"1,344 קג"
07.2019,161,"1,062 קג"
07.2019,140,472 קג
07.2019,141,561 קג
07.2019,2393,146 קג
07.2019,325,"2,208 קג"
07.2019,987,"20,327 קג"
07.2019,988,"39,475 קג"
07.2019,642,"1,228 קג"
07.2019,976,"3,634 קג"
07.2019,2394,380 קג
07.2019,162,"2,731 קג"
07.2019,163,"4,441 קג"
07.2019,164,"5,780 קג"
07.2019,142,897 קג
07.2019,143,555 קג
07.2019,165,"1,784 קג"
07.2019,2395,156 קג
07.2019,43,"15,394 קג"
07.2019,2559,"10,206 קג"
07.2019,45,"5,260 קג"
07.2019,46,"8,386 קג"
07.2019,47,"5,142 קג"
07.2019,49,"7,747 קג"
07.2019,649,"7,592 קג"
07.2019,643,"1,603 קג"
07.2019,719,"1,951 קג"
07.2019,1125,"8,361 קג"
07.2019,1151,"3,988 קג"
07.2019,1152,"3,050 קג"
07.2019,1153,"1,959 קג"
07.2019,977,"3,208 קג"
07.2019,703,"5,344 קג"
07.2019,704,"8,198 קג"
07.2019,705,"5,660 קג"
07.2019,2431,933 קג
07.2019,482,"3,766 קג"
07.2019,483,"4,432 קג"
07.2019,484,"4,222 קג"
07.2019,2261,415 קג
07.2019,1580,681 קג
07.2019,1139,"132,111 קג"
07.2019,384,940 קג
07.2019,385,845 קג
07.2019,187,"2,403 קג"
07.2019,188,"6,906 קג"
07.2019,189,"3,769 קג"
07.2019,190,"3,937 קג"
07.2019,191,"2,729 קג"
07.2019,167,704 קג
07.2019,665,"2,799 קג"
07.2019,939,"31,451 קג"
07.2019,2214,"1,636 קג"
07.2019,2227,"1,436 קג"
07.2019,1594,497 קג
07.2019,485,"2,885 קג"
07.2019,486,"1,875 קג"
07.2019,487,"1,592 קג"
07.2019,488,"1,738 קג"
07.2019,144,495 קג
07.2019,327,"3,565 קג"
07.2019,1522,800 קג
07.2019,1523,"1,500 קג"
07.2019,505,"11,696 קג"
07.2019,507,"3,883 קג"
07.2019,508,"3,077 קג"
07.2019,509,"7,587 קג"
07.2019,1581,"1,095 קג"
07.2019,2511,"2,488 קג"
07.2019,2512,"1,920 קג"
07.2019,2088,"17,435 קג"
07.2019,2089,"10,219 קג"
07.2019,2090,"9,687 קג"
07.2019,50,"8,032 קג"
07.2019,735,286 קג
07.2019,684,"6,631 קג"
07.2019,1158,"3,652 קג"
07.2019,2398,"1,185 קג"
07.2019,386,937 קג
07.2019,2201,"1,889 קג"
07.2019,2228,"4,329 קג"
07.2019,741,"1,060 קג"
07.2019,1119,"28,090 קג"
07.2019,747,"7,941 קג"
07.2019,748,"11,574 קג"
07.2019,749,"7,940 קג"
07.2019,106,"3,893 קג"
07.2019,492,541 קג
07.2019,2368,935 קג
07.2019,685,"9,349 קג"
07.2019,2229,"3,100 קג"
07.2019,2230,"2,143 קג"
07.2019,2192,871 קג
07.2019,2202,"2,692 קג"
07.2019,2203,"1,798 קג"
07.2019,742,"1,060 קג"
07.2019,743,"1,908 קג"
07.2019,2358,"4,356 קג"
07.2019,2359,"2,004 קג"
07.2019,1200,"7,331 קג"
07.2019,1201,"5,602 קג"
07.2019,2204,"2,287 קג"
07.2019,2180,"3,003 קג"
07.2019,750,"11,949 קג"
07.2019,751,"5,632 קג"
07.2019,2360,"1,619 קג"
07.2019,2361,"1,293 קג"
07.2019,328,"3,170 קג"
07.2019,752,"4,136 קג"
07.2019,737,257 קג
07.2019,738,218 קג
07.2019,1582,425 קג
07.2019,2432,170 קג
07.2019,2231,"1,872 קג"
07.2019,2215,"1,344 קג"
07.2019,2433,604 קג
07.2019,2434,814 קג
07.2019,329,"2,139 קג"
07.2019,1415,"34,750 קג"
07.2019,1416,"12,385 קג"
07.2019,1417,"8,763 קג"
07.2019,2362,"1,293 קג"
07.2019,2091,"1,291 קג"
07.2019,2092,"15,141 קג"
07.2019,2093,"3,582 קג"
07.2019,838,"65,273 קג"
07.2019,2094,"19,251 קג"
07.2019,2010,"1,045 קג"
07.2019,2011,847 קג
07.2019,2095,"3,919 קג"
07.2019,2096,"6,432 קג"
07.2019,2097,516 קג
07.2019,2098,816 קג
07.2019,2099,"1,197 קג"
07.2019,2100,"1,360 קג"
07.2019,2103,216 קג
07.2019,2104,443 קג
07.2019,2105,"1,903 קג"
07.2019,2106,"1,326 קג"
07.2019,2013,"6,514 קג"
07.2019,2014,"1,217 קג"
07.2019,2015,"3,617 קג"
07.2019,2016,"4,326 קג"
07.2019,2017,"3,295 קג"
07.2019,2019,"4,504 קג"
07.2019,2020,"6,509 קג"
07.2019,2021,"7,253 קג"
07.2019,2022,"4,594 קג"
07.2019,2023,"7,828 קג"
07.2019,2024,"2,805 קג"
07.2019,2025,"1,711 קג"
07.2019,2107,644 קג
07.2019,2108,"1,373 קג"
07.2019,313,"9,858 קג"
07.2019,69,"1,588 קג"
07.2019,84,"1,163 קג"
07.2019,298,"7,176 קג"
07.2019,299,"3,374 קג"
07.2019,263,"2,671 קג"
07.2019,314,"4,158 קג"
07.2019,264,"1,712 קג"
07.2019,265,"3,188 קג"
07.2019,887,"39,074 קג"
07.2019,231,"1,080 קג"
07.2019,2590,"5,574 קג"
07.2019,2399,184 קג
07.2019,2346,"8,346 קג"
07.2019,721,"3,320 קג"
07.2019,396,"2,473 קג"
07.2019,2301,853 קג
07.2019,2363,"1,836 קג"
07.2019,2347,"7,940 קג"
07.2019,107,"5,180 קג"
07.2019,873,"11,995 קג"
07.2019,875,"12,065 קג"
07.2019,940,"18,747 קג"
07.2019,1352,"11,300 קג"
07.2019,1274,"7,030 קג"
07.2019,1293,"4,825 קג"
07.2019,1316,"5,140 קג"
07.2019,1317,"10,645 קג"
07.2019,1318,"9,136 קג"
07.2019,180,"1,861 קג"
07.2019,700,"5,000 קג"
07.2019,723,"8,618 קג"
07.2019,1319,"2,463 קג"
07.2019,1320,"1,833 קג"
07.2019,2459,424 קג
07.2019,2486,385 קג
07.2019,949,"6,602 קג"
07.2019,2297,"11,125 קג"
07.2019,1008,"13,973 קג"
07.2019,740,"9,647 קג"
07.2019,753,"1,906 קג"
07.2019,855,"3,087 קג"
07.2019,992,"20,073 קג"
07.2019,904,"8,756 קג"
07.2019,1010,"7,875 קג"
07.2019,954,"9,587 קג"
07.2019,876,"5,797 קג"
07.2019,894,"4,163 קג"
07.2019,108,"4,130 קג"
07.2019,1209,"1,670 קג"
07.2019,1210,"1,792 קג"
07.2019,1211,"1,627 קג"
07.2019,1212,"1,627 קג"
07.2019,1213,921 קג
07.2019,1214,877 קג
07.2019,1215,675 קג
07.2019,1216,764 קג
07.2019,1321,"1,704 קג"
07.2019,1324,"2,444 קג"
07.2019,1325,754 קג
07.2019,2219,"1,358 קג"
07.2019,1137,"315,806 קג"
07.2019,930,"15,776 קג"
07.2019,931,"8,162 קג"
07.2019,1425,"3,426 קג"
07.2019,1236,673 קג
07.2019,1237,232 קג
07.2019,1091,"607,398 קג"
07.2019,1092,"27,910 קג"
07.2019,2234,"4,823 קג"
07.2019,1045,173 קג
07.2019,1072,"1,982 קג"
07.2019,1073,401 קג
07.2019,1074,467 קג
07.2019,1075,727 קג
07.2019,2406,271 קג
07.2019,2407,222 קג
07.2019,2408,230 קג
07.2019,1065,"6,638 קג"
07.2019,51,"1,718 קג"
07.2019,941,"17,769 קג"
07.2019,957,"3,447 קג"
07.2019,942,"16,957 קג"
07.2019,89,"3,667 קג"
07.2019,791,834 קג
07.2019,2179,793 קג
07.2019,1120,"24,734 קג"
07.2019,1121,"27,918 קג"
07.2019,1127,"70,314 קג"
07.2019,1128,"58,386 קג"
07.2019,2308,"26,184 קג"
07.2019,2313,"7,438 קג"
07.2019,2309,"4,322 קג"
07.2019,2310,"2,552 קג"
07.2019,2314,"14,041 קג"
07.2019,124,730 קג
07.2019,2327,"1,258 קג"
07.2019,2440,485 קג
07.2019,2441,485 קג
07.2019,754,"10,292 קג"
07.2019,2445,"1,766 קג"
07.2019,2561,"3,435 קג"
07.2019,1466,888 קג
07.2019,1456,"1,360 קג"
07.2019,697,"5,294 קג"
07.2019,792,797 קג
07.2019,793,"1,602 קג"
07.2019,794,423 קג
07.2019,1000,394 קג
07.2019,2409,117 קג
07.2019,2448,800 קג
07.2019,2460,709 קג
07.2019,677,"4,592 קג"
07.2019,2403,131 קג
07.2019,2410,138 קג
07.2019,2411,117 קג
07.2019,2412,117 קג
07.2019,171,739 קג
07.2019,1076,759 קג
07.2019,1110,"29,080 קג"
07.2019,953,"3,922 קג"
07.2019,36,"3,594 קג"
07.2019,2328,"1,276 קג"
07.2019,950,"7,469 קג"
07.2019,895,"5,585 קג"
07.2019,896,"6,725 קג"
07.2019,2236,"4,823 קג"
07.2019,618,"1,529 קג"
07.2019,266,"1,851 קג"
07.2019,267,"2,278 קג"
07.2019,1336,"1,500 קג"
07.2019,724,"3,320 קג"
07.2019,1554,"1,624 קג"
07.2019,1555,"1,370 קג"
07.2019,1556,760 קג
07.2019,2520,"1,435 קג"
07.2019,2521,"1,435 קג"
07.2019,951,"7,534 קג"
07.2019,952,"5,347 קג"
07.2019,268,"2,699 קג"
07.2019,1048,"7,646 קג"
07.2019,2237,782 קג
07.2019,933,"12,158 קג"
07.2019,90,"2,869 קג"
07.2019,2267,"1,724 קג"
07.2019,2268,"1,724 קג"
07.2019,197,927 קג
07.2019,2318,"4,411 קג"
07.2019,172,502 קג
07.2019,198,730 קג
07.2019,199,651 קג
07.2019,200,573 קג
07.2019,2238,"1,979 קג"
07.2019,2269,"1,724 קג"
07.2019,2239,"1,979 קג"
07.2019,1129,"16,546 קג"
07.2019,701,"6,167 קג"
07.2019,2507,"5,389 קג"
07.2019,843,501 קג
07.2019,844,539 קג
07.2019,845,288 קג
07.2019,192,"2,877 קג"
07.2019,2109,168 קג
07.2019,2110,539 קג
07.2019,2111,409 קג
07.2019,804,884 קג
07.2019,805,"1,232 קג"
07.2019,806,"1,158 קג"
07.2019,2112,236 קג
07.2019,2113,455 קג
07.2019,2114,242 קג
07.2019,2564,"4,475 קג"
07.2019,2565,835 קג
07.2019,919,"18,871 קג"
07.2019,650,"13,266 קג"
07.2019,2569,191 קג
07.2019,970,"15,508 קג"
07.2019,55,"8,802 קג"
07.2019,71,"8,970 קג"
07.2019,1093,"43,961 קג"
07.2019,800,"10,449 קג"
07.2019,798,"5,186 קג"
07.2019,1011,"5,151 קג"
07.2019,971,"14,089 קג"
07.2019,316,"2,013 קג"
07.2019,1459,"3,133 קג"
07.2019,1111,"42,683 קג"
07.2019,2404,142 קג
07.2019,2116,523 קג
07.2019,2117,565 קג
07.2019,2118,517 קג
07.2019,761,"2,051 קג"
07.2019,762,"1,622 קג"
07.2019,767,"2,922 קג"
07.2019,2073,271 קג
07.2019,763,"1,536 קג"
07.2019,125,"15,558 קג"
07.2019,2566,"10,600 קג"
08.2019,2387,"9,846 קג"
08.2019,2489,"2,060 קג"
08.2019,2465,450 קג
08.2019,219,772 קג
08.2019,239,934 קג
08.2019,428,"6,167 קג"
08.2019,240,343 קג
08.2019,241,444 קג
08.2019,220,919 קג
08.2019,205,"25,580 קג"
08.2019,430,"8,818 קג"
08.2019,350,"22,529 קג"
08.2019,368,"1,802 קג"
08.2019,365,"1,563 קג"
08.2019,351,"2,268 קג"
08.2019,352,"20,426 קג"
08.2019,369,"6,874 קג"
08.2019,434,"20,129 קג"
08.2019,435,"7,427 קג"
08.2019,436,"8,536 קג"
08.2019,317,"8,976 קג"
08.2019,318,"2,835 קג"
08.2019,319,"3,716 קג"
08.2019,331,"23,385 קג"
08.2019,346,"6,061 קג"
08.2019,341,"6,814 קג"
08.2019,242,"3,253 קג"
08.2019,342,"7,540 קג"
08.2019,332,"13,253 קג"
08.2019,272,"3,445 קג"
08.2019,1606,"2,358 קג"
08.2019,1607,237 קג
08.2019,1583,"2,190 קג"
08.2019,1585,892 קג
08.2019,1586,219 קג
08.2019,661,"5,396 קג"
08.2019,662,"2,759 קג"
08.2019,2580,"6,579 קג"
08.2019,2593,"1,339 קג"
08.2019,2369,"4,233 קג"
08.2019,2364,"3,487 קג"
08.2019,1475,"6,417 קג"
08.2019,274,"4,921 קג"
08.2019,1476,"20,422 קג"
08.2019,206,"13,575 קג"
08.2019,210,"6,482 קג"
08.2019,213,"49,035 קג"
08.2019,225,"12,592 קג"
08.2019,1379,"28,982 קג"
08.2019,1380,"36,850 קג"
08.2019,1297,"7,128 קג"
08.2019,1354,"19,117 קג"
08.2019,1261,"5,731 קג"
08.2019,1381,"35,755 קג"
08.2019,1298,"7,188 קג"
08.2019,1262,"6,575 קג"
08.2019,1355,"34,400 קג"
08.2019,1356,"29,713 קג"
08.2019,1299,"8,810 קג"
08.2019,1300,"5,775 קג"
08.2019,1278,"5,525 קג"
08.2019,1357,"28,084 קג"
08.2019,1160,"9,132 קג"
08.2019,1161,"5,400 קג"
08.2019,1162,"4,857 קג"
08.2019,1163,"5,840 קג"
08.2019,1164,"6,494 קג"
08.2019,1165,"18,715 קג"
08.2019,1166,"8,837 קג"
08.2019,1167,"13,831 קג"
08.2019,1382,"8,442 קג"
08.2019,1358,"21,785 קג"
08.2019,2,"8,705 קג"
08.2019,3,"10,961 קג"
08.2019,13,"61,700 קג"
08.2019,1469,"1,620 קג"
08.2019,1470,"4,203 קג"
08.2019,1168,"7,727 קג"
08.2019,1491,"6,375 קג"
08.2019,1492,"4,960 קג"
08.2019,1493,"8,067 קג"
08.2019,1494,"17,510 קג"
08.2019,2529,"51,577 קג"
08.2019,2530,"7,100 קג"
08.2019,2531,"22,231 קג"
08.2019,2537,"6,041 קג"
08.2019,2461,744 קג
08.2019,2462,"1,002 קג"
08.2019,2385,451 קג
08.2019,2516,"4,189 קג"
08.2019,2518,"60,892 קג"
08.2019,2538,"63,908 קג"
08.2019,2539,"36,500 קג"
08.2019,2390,240 קג
08.2019,2568,"1,233 קג"
08.2019,2571,"1,228 קג"
08.2019,2495,"54,538 קג"
08.2019,2493,"1,198 קג"
08.2019,2468,"1,290 קג"
08.2019,2494,"1,953 קג"
08.2019,2480,870 קג
08.2019,832,"75,060 קג"
08.2019,882,"19,602 קג"
08.2019,1052,"80,587 קג"
08.2019,1037,"22,367 קג"
08.2019,1012,"32,584 קג"
08.2019,911,"93,731 קג"
08.2019,1013,"9,097 קג"
08.2019,846,"26,294 קג"
08.2019,912,"63,543 קג"
08.2019,736,"2,426 קג"
08.2019,1144,"9,714 קג"
08.2019,25,"94,447 קג"
08.2019,85,"18,930 קג"
08.2019,74,"10,023 קג"
08.2019,1098,"17,000 קג"
08.2019,881,"31,921 קג"
08.2019,861,"113,219 קג"
08.2019,1038,"49,621 קג"
08.2019,883,"12,254 קג"
08.2019,833,"164,746 קג"
08.2019,834,"49,004 קג"
08.2019,35,"18,838 קג"
08.2019,114,"12,739 קג"
08.2019,111,"7,147 קג"
08.2019,1049,"14,402 קג"
08.2019,1050,"14,408 קג"
08.2019,117,"3,011 קג"
08.2019,118,"10,464 קג"
08.2019,37,"16,284 קג"
08.2019,1099,"105,015 קג"
08.2019,38,"93,419 קג"
08.2019,121,"1,662 קג"
08.2019,91,"10,416 קג"
08.2019,878,"304,600 קג"
08.2019,1053,"21,839 קג"
08.2019,862,"22,336 קג"
08.2019,863,"207,247 קג"
08.2019,864,"9,827 קג"
08.2019,1145,"221,460 קג"
08.2019,1142,"12,845 קג"
08.2019,1143,"16,340 קג"
08.2019,847,"16,171 קג"
08.2019,39,"3,474 קג"
08.2019,112,"4,274 קג"
08.2019,989,"70,590 קג"
08.2019,913,"14,842 קג"
08.2019,914,"139,755 קג"
08.2019,1014,"152,507 קג"
08.2019,1003,"20,628 קג"
08.2019,1054,"62,510 קג"
08.2019,116,"8,840 קג"
08.2019,1100,"38,861 קג"
08.2019,1015,"13,559 קג"
08.2019,1101,"78,518 קג"
08.2019,86,"5,404 קג"
08.2019,30,"12,065 קג"
08.2019,1102,"77,205 קג"
08.2019,75,"12,458 קג"
08.2019,1122,"26,591 קג"
08.2019,884,"10,611 קג"
08.2019,835,"112,801 קג"
08.2019,865,"17,685 קג"
08.2019,866,"74,604 קג"
08.2019,320,"2,349 קג"
08.2019,1039,"24,250 קג"
08.2019,2482,"13,906 קג"
08.2019,1305,"3,717 קג"
08.2019,2483,"3,390 קג"
08.2019,727,573 קג
08.2019,1611,"1,900 קג"
08.2019,1612,249 קג
08.2019,725,107 קג
08.2019,1560,874 קג
08.2019,1103,"39,287 קג"
08.2019,859,"16,467 קג"
08.2019,115,"9,256 קג"
08.2019,2333,"2,486 קג"
08.2019,2592,"4,160 קג"
08.2019,1563,304 קג
08.2019,2476,450 קג
08.2019,726,170 קג
08.2019,59,"21,495 קג"
08.2019,60,"12,125 קג"
08.2019,61,"29,960 קג"
08.2019,62,"35,671 קג"
08.2019,1265,"2,948 קג"
08.2019,321,"1,766 קג"
08.2019,276,"2,441 קג"
08.2019,438,"9,037 קג"
08.2019,2455,"1,508 קג"
08.2019,990,"50,112 קג"
08.2019,26,"76,144 קג"
08.2019,82,"9,754 קג"
08.2019,1613,950 קג
08.2019,1614,381 קג
08.2019,1615,"1,474 קג"
08.2019,1040,"40,084 קג"
08.2019,102,"7,836 קג"
08.2019,2540,"12,911 קג"
08.2019,2541,"23,900 קג"
08.2019,867,"34,876 קג"
08.2019,1389,"22,582 קג"
08.2019,1345,"8,442 קג"
08.2019,2456,"2,122 קג"
08.2019,848,"4,713 קג"
08.2019,1545,"63,760 קג"
08.2019,1546,582 קג
08.2019,1016,"216,461 קג"
08.2019,2248,"1,734 קג"
08.2019,2249,"2,235 קג"
08.2019,2250,940 קג
08.2019,126,"1,533 קג"
08.2019,27,"240,078 קג"
08.2019,2251,"1,313 קג"
08.2019,2252,"1,313 קג"
08.2019,440,"3,997 קג"
08.2019,1268,"6,528 קג"
08.2019,668,508 קג
08.2019,1140,"10,486 קג"
08.2019,1017,"25,497 קג"
08.2019,246,"1,265 קג"
08.2019,390,"3,350 קג"
08.2019,391,"2,427 קג"
08.2019,392,"1,563 קג"
08.2019,818,"15,694 קג"
08.2019,2477,275 קג
08.2019,1596,114 קג
08.2019,1597,955 קג
08.2019,1598,252 קג
08.2019,1599,416 קג
08.2019,93,"7,599 קג"
